Experience_ID,Title,City,Type,Base_Price_EUR,Duration_Hours,Main_Features,Supported_Languages,Avg_Rating,Review_Count
EXP001132,Wine Tasting in Granada,Granada,Wine Tasting,165.73,1.9,"Private group, Skip-the-line","en,de",4.25,7460
EXP001133,Architecture Walk through Santiago,Santiago,Architecture Walk,134.65,1.8,"Skip-the-line, Free cancellation, Multi-language guide, Instant confirmation","en,de",4.5,6822
EXP001134,Wine Tasting in Malaga,Malaga,Wine Tasting,224.6,4.9,"Instant confirmation, Multi-language guide, Skip-the-line","en,de",3.61,898
EXP001135,Wine Tasting in Palma,Palma,Wine Tasting,73.4,4.7,"Instant confirmation, Multi-language guide, Wheelchair accessible, Skip-the-line","en,de",4.33,1299
EXP001136,Visit the Museum of Zaragoza,Zaragoza,Museum Ticket,95.31,5.9,"Skip-the-line, Instant confirmation","en,de",4.34,283
EXP001137,Local Market Tour in Alicante,Alicante,Local Market Tour,190.16,5.5,"Private group, Skip-the-line","en,de",3.78,849
EXP001138,Wine Tasting in Tenerife,Tenerife,Wine Tasting,189.23,1.5,"Multi-language guide, Instant confirmation, Skip-the-line, Private group","en,de",4.8,2768
EXP001139,Cooking Class in Barcelona,Barcelona,Cooking Class,125.18,7.1,"Wheelchair accessible, Skip-the-line, Private group, Free cancellation","en,es",4.81,5635
EXP001140,Architecture Walk through San Sebastian,San Sebastian,Architecture Walk,156.73,3.5,"Free cancellation, Private group","en,de",4.13,2983
EXP001141,Local Market Tour in Ibiza,Ibiza,Local Market Tour,179.75,1.7,"Free cancellation, Skip-the-line, Instant confirmation, Multi-language guide","en,de",4.25,4652
EXP001142,Local Market Tour in San Sebastian,San Sebastian,Local Market Tour,125.15,1.1,"Multi-language guide, Skip-the-line, Instant confirmation, Private group","en,de",4.07,2201
EXP001143,Kayaking Adventure in Valencia,Valencia,Kayaking,240.76,4.8,"Multi-language guide, Skip-the-line, Instant confirmation, Private group","en,de",4.72,5649
EXP001144,Wine Tasting in Cordoba,Cordoba,Wine Tasting,37.92,7.8,"Wheelchair accessible, Private group, Skip-the-line, Instant confirmation","en,de",4.59,7363
EXP001145,Visit the Museum of Malaga,Malaga,Museum Ticket,217.16,7.0,"Free cancellation, Instant confirmation","en,de",4.79,1811
EXP001146,Wine Tasting in Cordoba,Cordoba,Wine Tasting,214.82,1.9,"Free cancellation, Private group, Multi-language guide","en,de",4.81,53
EXP001147,Visit the Museum of Ibiza,Ibiza,Museum Ticket,38.95,2.2,"Wheelchair accessible, Multi-language guide, Instant confirmation, Free cancellation","en,de",4.36,7140
EXP001148,Flamenco Show in Tenerife,Tenerife,Flamenco Show,104.44,4.3,"Multi-language guide, Skip-the-line, Private group","en,de",4.05,5900
EXP001149,Local Market Tour in Alicante,Alicante,Local Market Tour,181.64,4.1,"Free cancellation, Private group, Multi-language guide, Instant confirmation","en,de",4.96,5863
EXP001150,Adventure Park Experience in Palma,Palma,Adventure Park,154.99,3.6,"Free cancellation, Instant confirmation","en,de",3.97,4926
EXP001151,Hiking Trail in Madrid,Madrid,Hiking,201.44,3.6,"Skip-the-line, Free cancellation, Wheelchair accessible","en,es",4.76,6323
EXP001152,Cooking Class in Tenerife,Tenerife,Cooking Class,158.83,2.1,"Free cancellation, Wheelchair accessible","en,de",4.28,2840
EXP001153,Hiking Trail in Granada,Granada,Hiking,247.47,5.7,"Free cancellation, Instant confirmation, Skip-the-line","en,de",3.99,5105
EXP001154,Flamenco Show in Cordoba,Cordoba,Flamenco Show,165.64,3.5,"Private group, Wheelchair accessible","en,de",4.47,4178
EXP001155,Kayaking Adventure in Granada,Granada,Kayaking,198.53,4.5,"Skip-the-line, Free cancellation","en,de",4.81,6957
EXP001156,Visit the Museum of Cordoba,Cordoba,Museum Ticket,46.44,1.3,"Instant confirmation, Private group","en,de",4.06,242
EXP001157,Kayaking Adventure in Bilbao,Bilbao,Kayaking,210.08,4.8,"Private group, Skip-the-line, Instant confirmation","en,de",4.62,18
EXP001158,Architecture Walk through Cordoba,Cordoba,Architecture Walk,55.87,5.5,"Multi-language guide, Free cancellation","en,de",4.63,5099
EXP001159,Adventure Park Experience in Malaga,Malaga,Adventure Park,74.29,1.9,"Private group, Skip-the-line, Free cancellation","en,de",4.49,6168
EXP001160,Flamenco Show in Tenerife,Tenerife,Flamenco Show,120.37,3.0,"Wheelchair accessible, Private group","en,de",4.6,824
EXP001161,Kayaking Adventure in Palma,Palma,Kayaking,129.75,7.2,"Free cancellation, Private group","en,de",4.02,6262
EXP001162,Kayaking Adventure in San Sebastian,San Sebastian,Kayaking,47.51,3.9,"Free cancellation, Wheelchair accessible, Multi-language guide, Private group","en,de",4.43,4447
EXP001163,Guided Tour in Bilbao,Bilbao,Guided Tour,161.35,6.9,"Instant confirmation, Private group, Free cancellation","en,de",3.87,4506
EXP001164,Flamenco Show in Granada,Granada,Flamenco Show,96.18,5.6,"Free cancellation, Multi-language guide, Private group, Skip-the-line","en,de",4.81,4420
EXP001165,Flamenco Show in Malaga,Malaga,Flamenco Show,127.35,6.0,"Wheelchair accessible, Private group, Multi-language guide","en,de",4.23,1066
EXP001166,Wine Tasting in Valencia,Valencia,Wine Tasting,26.22,1.7,"Wheelchair accessible, Skip-the-line","en,de",5.0,5292
EXP001167,Visit the Museum of Cordoba,Cordoba,Museum Ticket,113.5,1.0,"Wheelchair accessible, Private group","en,de",4.69,3226
EXP001168,Guided Tour in Zaragoza,Zaragoza,Guided Tour,82.42,4.2,"Wheelchair accessible, Skip-the-line, Private group, Instant confirmation","en,de",4.59,396
EXP001169,Flamenco Show in Granada,Granada,Flamenco Show,32.13,4.8,"Multi-language guide, Private group","en,de",4.31,3366
EXP001170,Local Market Tour in Barcelona,Barcelona,Local Market Tour,150.87,5.1,"Free cancellation, Skip-the-line, Instant confirmation, Private group","en,es",4.56,3324
EXP001171,Kayaking Adventure in Seville,Seville,Kayaking,94.49,6.7,"Instant confirmation, Skip-the-line, Wheelchair accessible","en,de",4.92,2948
EXP001172,Local Market Tour in Alicante,Alicante,Local Market Tour,74.81,3.6,"Skip-the-line, Instant confirmation","en,de",4.18,2875
EXP001173,Kayaking Adventure in Alicante,Alicante,Kayaking,64.46,7.3,"Free cancellation, Instant confirmation, Private group","en,de",4.38,2236
EXP001174,Local Market Tour in Valencia,Valencia,Local Market Tour,115.21,2.9,"Free cancellation, Private group, Wheelchair accessible, Skip-the-line","en,de",3.91,2264
EXP001175,Cooking Class in Seville,Seville,Cooking Class,90.49,2.3,"Instant confirmation, Wheelchair accessible, Multi-language guide","en,de",4.67,242
EXP001176,Cooking Class in Santiago,Santiago,Cooking Class,131.44,5.6,"Private group, Wheelchair accessible, Multi-language guide, Instant confirmation","en,de",4.34,4237
EXP001177,Wine Tasting in Malaga,Malaga,Wine Tasting,143.88,3.6,"Instant confirmation, Multi-language guide, Wheelchair accessible","en,de",4.74,455
EXP001178,Flamenco Show in Barcelona,Barcelona,Flamenco Show,230.36,4.3,"Free cancellation, Multi-language guide","en,es",3.91,7355
EXP001179,Hiking Trail in Palma,Palma,Hiking,233.34,1.2,"Free cancellation, Multi-language guide, Instant confirmation, Wheelchair accessible","en,de",4.0,6897
EXP001180,Wine Tasting in Palma,Palma,Wine Tasting,123.84,2.2,"Wheelchair accessible, Private group","en,de",4.82,4996
EXP001181,Visit the Museum of Granada,Granada,Museum Ticket,224.24,5.2,"Wheelchair accessible, Skip-the-line","en,de",4.67,200
EXP001182,Adventure Park Experience in Granada,Granada,Adventure Park,78.06,2.7,"Skip-the-line, Wheelchair accessible","en,de",4.5,370
EXP001183,Local Market Tour in Valencia,Valencia,Local Market Tour,116.22,2.5,"Private group, Wheelchair accessible, Skip-the-line, Instant confirmation","en,de",3.87,7930
EXP001184,Cooking Class in Zaragoza,Zaragoza,Cooking Class,142.01,2.1,"Free cancellation, Multi-language guide, Instant confirmation","en,de",4.52,865
EXP001185,Guided Tour in Barcelona,Barcelona,Guided Tour,55.54,2.3,"Instant confirmation, Free cancellation, Private group","en,es",4.56,4555
EXP001186,Local Market Tour in Granada,Granada,Local Market Tour,67.14,3.3,"Skip-the-line, Private group","en,de",4.75,7971
EXP001187,Local Market Tour in Seville,Seville,Local Market Tour,232.55,2.9,"Wheelchair accessible, Instant confirmation","en,de",3.84,5525
EXP001188,Local Market Tour in Zaragoza,Zaragoza,Local Market Tour,244.81,7.0,"Free cancellation, Instant confirmation, Multi-language guide","en,de",4.13,7302
EXP001189,Hiking Trail in Valencia,Valencia,Hiking,224.02,3.2,"Private group, Skip-the-line, Wheelchair accessible","en,de",3.91,5042
EXP001190,Adventure Park Experience in Bilbao,Bilbao,Adventure Park,97.54,2.0,"Instant confirmation, Multi-language guide","en,de",3.75,3134
EXP001191,Architecture Walk through Madrid,Madrid,Architecture Walk,105.46,6.4,"Private group, Multi-language guide","en,es",4.46,7136
EXP001192,Flamenco Show in Barcelona,Barcelona,Flamenco Show,166.75,3.7,"Wheelchair accessible, Private group","en,es",4.52,337
EXP001193,Local Market Tour in Seville,Seville,Local Market Tour,241.63,3.6,"Instant confirmation, Skip-the-line","en,de",4.46,7186
EXP001194,Adventure Park Experience in Cordoba,Cordoba,Adventure Park,99.84,5.8,"Free cancellation, Wheelchair accessible, Multi-language guide, Instant confirmation","en,de",4.19,1339
EXP001195,Visit the Museum of Malaga,Malaga,Museum Ticket,80.96,1.9,"Skip-the-line, Free cancellation, Private group","en,de",4.91,4954
EXP001196,Architecture Walk through Palma,Palma,Architecture Walk,71.85,1.0,"Private group, Multi-language guide, Skip-the-line, Free cancellation","en,de",4.24,4447
EXP001197,Visit the Museum of Valencia,Valencia,Museum Ticket,174.02,2.4,"Wheelchair accessible, Free cancellation, Instant confirmation","en,de",4.97,2604
EXP001198,Hiking Trail in Palma,Palma,Hiking,65.33,4.2,"Free cancellation, Wheelchair accessible, Skip-the-line","en,de",4.62,5861
EXP001199,Guided Tour in Valencia,Valencia,Guided Tour,43.66,1.5,"Free cancellation, Multi-language guide, Skip-the-line, Private group","en,de",3.72,5444
EXP001200,Kayaking Adventure in Seville,Seville,Kayaking,195.25,5.5,"Multi-language guide, Skip-the-line, Wheelchair accessible","en,de",4.1,6635
EXP001201,Kayaking Adventure in Bilbao,Bilbao,Kayaking,26.84,1.6,"Instant confirmation, Private group, Skip-the-line, Multi-language guide","en,de",4.08,6754
EXP001202,Adventure Park Experience in Alicante,Alicante,Adventure Park,237.36,4.1,"Skip-the-line, Instant confirmation","en,de",4.1,5324
EXP001203,Flamenco Show in Barcelona,Barcelona,Flamenco Show,18.64,1.6,"Multi-language guide, Skip-the-line, Free cancellation","en,es",4.51,4444
EXP001204,Flamenco Show in Valencia,Valencia,Flamenco Show,62.03,7.5,"Skip-the-line, Multi-language guide, Private group, Instant confirmation","en,de",4.4,4751
EXP001205,Architecture Walk through Alicante,Alicante,Architecture Walk,170.03,1.7,"Multi-language guide, Skip-the-line, Free cancellation","en,de",4.07,3369
EXP001206,Flamenco Show in Barcelona,Barcelona,Flamenco Show,20.05,5.0,"Multi-language guide, Free cancellation, Private group","en,es",3.61,4945
EXP001207,Local Market Tour in Valencia,Valencia,Local Market Tour,120.05,3.1,"Skip-the-line, Wheelchair accessible, Instant confirmation","en,de",4.54,3864
EXP001208,Wine Tasting in Madrid,Madrid,Wine Tasting,123.65,4.4,"Wheelchair accessible, Private group, Skip-the-line, Instant confirmation","en,es",3.7,5363
EXP001209,Local Market Tour in Palma,Palma,Local Market Tour,185.14,2.5,"Private group, Multi-language guide, Skip-the-line","en,de",3.86,5027
EXP001210,Hiking Trail in Cordoba,Cordoba,Hiking,50.24,1.4,"Wheelchair accessible, Instant confirmation","en,de",4.69,2576
EXP001211,Cooking Class in Ibiza,Ibiza,Cooking Class,191.45,4.8,"Instant confirmation, Wheelchair accessible, Multi-language guide","en,de",4.62,2344
EXP001212,Adventure Park Experience in San Sebastian,San Sebastian,Adventure Park,74.6,1.4,"Private group, Instant confirmation, Wheelchair accessible, Free cancellation","en,de",5.0,3550
EXP001213,Local Market Tour in Madrid,Madrid,Local Market Tour,206.43,2.1,"Skip-the-line, Instant confirmation, Free cancellation, Wheelchair accessible","en,es",4.16,6064
EXP001214,Local Market Tour in Malaga,Malaga,Local Market Tour,135.91,1.9,"Wheelchair accessible, Private group","en,de",4.54,3347
EXP001215,Local Market Tour in Granada,Granada,Local Market Tour,36.29,4.4,"Wheelchair accessible, Private group","en,de",4.17,7539
EXP001216,Visit the Museum of Granada,Granada,Museum Ticket,104.22,6.3,"Skip-the-line, Free cancellation","en,de",4.29,5112
EXP001217,Cooking Class in Alicante,Alicante,Cooking Class,80.41,5.0,"Multi-language guide, Private group, Instant confirmation","en,de",4.95,2159
EXP001218,Visit the Museum of Malaga,Malaga,Museum Ticket,64.62,2.0,"Multi-language guide, Wheelchair accessible, Instant confirmation, Skip-the-line","en,de",4.21,2545
EXP001219,Guided Tour in Barcelona,Barcelona,Guided Tour,244.07,7.0,"Private group, Multi-language guide, Instant confirmation","en,es",4.86,3151
EXP001220,Visit the Museum of Bilbao,Bilbao,Museum Ticket,246.4,6.5,"Instant confirmation, Private group","en,de",3.79,5166
EXP001221,Visit the Museum of Santiago,Santiago,Museum Ticket,104.37,7.7,"Multi-language guide, Wheelchair accessible","en,de",4.35,6103
EXP001222,Hiking Trail in Ibiza,Ibiza,Hiking,81.29,3.4,"Wheelchair accessible, Private group","en,de",4.7,6678
EXP001223,Architecture Walk through Malaga,Malaga,Architecture Walk,239.99,2.4,"Wheelchair accessible, Private group, Multi-language guide, Free cancellation","en,de",4.23,2420
EXP001224,Hiking Trail in Santiago,Santiago,Hiking,160.82,5.4,"Wheelchair accessible, Free cancellation","en,de",4.39,4097
EXP001225,Guided Tour in Bilbao,Bilbao,Guided Tour,59.71,4.4,"Private group, Wheelchair accessible","en,de",4.41,2873
EXP001226,Hiking Trail in Palma,Palma,Hiking,191.77,3.3,"Skip-the-line, Private group","en,de",4.61,122
EXP001227,Flamenco Show in Madrid,Madrid,Flamenco Show,49.8,2.4,"Multi-language guide, Free cancellation","en,es",4.35,354
EXP001228,Flamenco Show in Santiago,Santiago,Flamenco Show,239.16,1.9,"Free cancellation, Private group, Skip-the-line","en,de",4.9,4122
EXP001229,Adventure Park Experience in Cordoba,Cordoba,Adventure Park,222.97,4.8,"Instant confirmation, Wheelchair accessible, Private group, Multi-language guide","en,de",4.45,4278
EXP001230,Hiking Trail in Alicante,Alicante,Hiking,40.09,5.0,"Wheelchair accessible, Private group","en,de",4.58,7917
EXP001231,Hiking Trail in San Sebastian,San Sebastian,Hiking,239.3,4.9,"Skip-the-line, Instant confirmation","en,de",4.15,1170
EXP001232,Flamenco Show in Palma,Palma,Flamenco Show,117.93,2.2,"Private group, Multi-language guide, Skip-the-line, Instant confirmation","en,de",4.2,5002
EXP001233,Architecture Walk through Ibiza,Ibiza,Architecture Walk,73.17,3.8,"Multi-language guide, Instant confirmation","en,de",5.0,7918
EXP001234,Guided Tour in Tenerife,Tenerife,Guided Tour,120.22,2.8,"Wheelchair accessible, Free cancellation","en,de",3.43,7382
EXP001235,Hiking Trail in Ibiza,Ibiza,Hiking,173.3,5.8,"Free cancellation, Wheelchair accessible","en,de",4.27,7589
EXP001236,Hiking Trail in Cordoba,Cordoba,Hiking,188.8,4.4,"Multi-language guide, Instant confirmation","en,de",3.83,267
EXP001237,Wine Tasting in Ibiza,Ibiza,Wine Tasting,34.91,2.7,"Free cancellation, Private group, Wheelchair accessible","en,de",4.63,7612
EXP001238,Hiking Trail in Ibiza,Ibiza,Hiking,156.26,7.3,"Instant confirmation, Wheelchair accessible, Private group","en,de",4.59,7860
EXP001239,Cooking Class in Ibiza,Ibiza,Cooking Class,209.72,4.2,"Private group, Skip-the-line, Wheelchair accessible","en,de",4.11,5233
EXP001240,Cooking Class in Bilbao,Bilbao,Cooking Class,53.2,5.9,"Wheelchair accessible, Skip-the-line, Private group","en,de",4.29,5978
EXP001241,Adventure Park Experience in Alicante,Alicante,Adventure Park,91.17,7.6,"Private group, Skip-the-line","en,de",4.46,4254
EXP001242,Wine Tasting in Cordoba,Cordoba,Wine Tasting,43.44,7.2,"Wheelchair accessible, Instant confirmation, Free cancellation","en,de",4.95,3613
EXP001243,Kayaking Adventure in Malaga,Malaga,Kayaking,235.97,4.4,"Instant confirmation, Skip-the-line","en,de",3.86,4899
EXP001244,Guided Tour in Tenerife,Tenerife,Guided Tour,127.04,4.2,"Wheelchair accessible, Multi-language guide","en,de",3.89,1483
EXP001245,Kayaking Adventure in Palma,Palma,Kayaking,36.23,2.0,"Wheelchair accessible, Free cancellation, Instant confirmation","en,de",4.42,1328
EXP001246,Visit the Museum of Barcelona,Barcelona,Museum Ticket,200.19,7.1,"Free cancellation, Skip-the-line, Private group, Instant confirmation","en,es",4.56,4013
EXP001247,Cooking Class in Valencia,Valencia,Cooking Class,131.12,1.9,"Wheelchair accessible, Multi-language guide","en,de",4.61,4209
EXP001248,Architecture Walk through Santiago,Santiago,Architecture Walk,18.47,3.2,"Multi-language guide, Free cancellation, Wheelchair accessible","en,de",4.46,7312
EXP001249,Hiking Trail in Palma,Palma,Hiking,219.64,4.5,"Skip-the-line, Instant confirmation, Wheelchair accessible","en,de",4.62,3908
EXP001250,Hiking Trail in Zaragoza,Zaragoza,Hiking,63.52,1.5,"Multi-language guide, Wheelchair accessible, Private group","en,de",3.84,62
EXP001251,Architecture Walk through Granada,Granada,Architecture Walk,140.75,3.4,"Instant confirmation, Private group, Multi-language guide","en,de",4.79,3997
EXP001252,Visit the Museum of Cordoba,Cordoba,Museum Ticket,106.98,3.5,"Skip-the-line, Private group","en,de",4.35,7199
EXP001253,Kayaking Adventure in Barcelona,Barcelona,Kayaking,139.8,3.4,"Multi-language guide, Instant confirmation, Private group, Wheelchair accessible","en,es",4.36,6664
EXP001254,Kayaking Adventure in Santiago,Santiago,Kayaking,53.92,3.1,"Skip-the-line, Wheelchair accessible, Free cancellation, Multi-language guide","en,de",4.57,6169
EXP001255,Visit the Museum of San Sebastian,San Sebastian,Museum Ticket,229.73,5.8,"Free cancellation, Private group, Instant confirmation, Wheelchair accessible","en,de",4.36,7377
EXP001256,Adventure Park Experience in Ibiza,Ibiza,Adventure Park,58.23,3.2,"Free cancellation, Wheelchair accessible","en,de",4.31,3132
EXP001257,Hiking Trail in Zaragoza,Zaragoza,Hiking,193.11,1.8,"Instant confirmation, Skip-the-line, Wheelchair accessible","en,de",4.43,6081
EXP001258,Visit the Museum of Madrid,Madrid,Museum Ticket,24.04,2.7,"Free cancellation, Private group","en,es",3.73,6003
EXP001259,Kayaking Adventure in Santiago,Santiago,Kayaking,45.1,7.4,"Free cancellation, Instant confirmation","en,de",3.88,3145
EXP001260,Local Market Tour in Alicante,Alicante,Local Market Tour,235.87,7.4,"Skip-the-line, Free cancellation, Multi-language guide, Private group","en,de",4.24,6937
EXP001261,Wine Tasting in Zaragoza,Zaragoza,Wine Tasting,53.63,1.2,"Free cancellation, Instant confirmation, Private group, Wheelchair accessible","en,de",4.15,6156
EXP001262,Adventure Park Experience in Granada,Granada,Adventure Park,149.44,6.4,"Private group, Free cancellation, Skip-the-line","en,de",4.51,2062
EXP001263,Local Market Tour in Tenerife,Tenerife,Local Market Tour,235.07,5.5,"Instant confirmation, Skip-the-line, Wheelchair accessible","en,de",4.37,2997
EXP001264,Kayaking Adventure in Barcelona,Barcelona,Kayaking,30.19,6.4,"Wheelchair accessible, Private group","en,es",4.02,5528
EXP001265,Visit the Museum of Seville,Seville,Museum Ticket,16.81,5.0,"Private group, Instant confirmation, Free cancellation","en,de",5.0,3375
EXP001266,Cooking Class in Tenerife,Tenerife,Cooking Class,83.16,4.7,"Free cancellation, Skip-the-line, Wheelchair accessible, Instant confirmation","en,de",4.92,6533
EXP001267,Adventure Park Experience in Santiago,Santiago,Adventure Park,119.75,1.7,"Private group, Wheelchair accessible","en,de",3.74,242
EXP001268,Architecture Walk through Madrid,Madrid,Architecture Walk,187.69,7.6,"Wheelchair accessible, Instant confirmation","en,es",4.79,7419
EXP001269,Adventure Park Experience in Madrid,Madrid,Adventure Park,246.89,7.2,"Wheelchair accessible, Skip-the-line, Private group, Free cancellation","en,es",4.38,3934
EXP001270,Architecture Walk through Zaragoza,Zaragoza,Architecture Walk,224.73,6.2,"Instant confirmation, Skip-the-line","en,de",4.76,3128
EXP001271,Flamenco Show in Barcelona,Barcelona,Flamenco Show,234.1,6.2,"Wheelchair accessible, Private group","en,es",4.04,7500
EXP001272,Cooking Class in Valencia,Valencia,Cooking Class,73.48,7.0,"Wheelchair accessible, Multi-language guide, Instant confirmation","en,de",4.54,6388
EXP001273,Wine Tasting in Cordoba,Cordoba,Wine Tasting,239.16,1.6,"Multi-language guide, Private group","en,de",4.19,7610
EXP001274,Local Market Tour in Granada,Granada,Local Market Tour,48.39,1.2,"Free cancellation, Multi-language guide, Wheelchair accessible","en,de",4.47,4545
EXP001275,Architecture Walk through Barcelona,Barcelona,Architecture Walk,77.01,7.9,"Free cancellation, Private group","en,es",4.34,2593
EXP001276,Kayaking Adventure in Tenerife,Tenerife,Kayaking,164.21,3.2,"Private group, Multi-language guide","en,de",4.15,1941
EXP001277,Local Market Tour in San Sebastian,San Sebastian,Local Market Tour,55.84,4.3,"Instant confirmation, Skip-the-line","en,de",4.35,3440
EXP001278,Architecture Walk through Seville,Seville,Architecture Walk,121.85,1.3,"Multi-language guide, Free cancellation, Private group","en,de",4.52,6361
EXP001279,Guided Tour in Valencia,Valencia,Guided Tour,89.14,3.3,"Multi-language guide, Private group, Wheelchair accessible, Skip-the-line","en,de",4.87,7471
EXP001280,Local Market Tour in Valencia,Valencia,Local Market Tour,190.01,4.9,"Skip-the-line, Free cancellation, Multi-language guide","en,de",4.31,262
EXP001281,Local Market Tour in Zaragoza,Zaragoza,Local Market Tour,106.42,2.5,"Free cancellation, Multi-language guide, Instant confirmation, Skip-the-line","en,de",3.69,1526
EXP001282,Visit the Museum of Cordoba,Cordoba,Museum Ticket,55.03,5.7,"Private group, Skip-the-line, Instant confirmation","en,de",3.93,5064
EXP001283,Flamenco Show in San Sebastian,San Sebastian,Flamenco Show,177.5,4.5,"Instant confirmation, Private group, Free cancellation, Wheelchair accessible","en,de",4.32,2172
EXP001284,Hiking Trail in Barcelona,Barcelona,Hiking,91.56,6.1,"Instant confirmation, Skip-the-line","en,es",4.61,2440
EXP001285,Guided Tour in Palma,Palma,Guided Tour,64.77,5.4,"Wheelchair accessible, Instant confirmation, Skip-the-line, Multi-language guide","en,de",3.92,1015
EXP001286,Adventure Park Experience in Valencia,Valencia,Adventure Park,174.92,4.8,"Instant confirmation, Multi-language guide, Wheelchair accessible, Private group","en,de",3.62,1775
EXP001287,Visit the Museum of Zaragoza,Zaragoza,Museum Ticket,199.78,6.2,"Skip-the-line, Free cancellation","en,de",3.9,4248
EXP001288,Cooking Class in Valencia,Valencia,Cooking Class,171.25,6.8,"Instant confirmation, Private group, Skip-the-line","en,de",4.9,3531
EXP001289,Visit the Museum of Valencia,Valencia,Museum Ticket,186.29,5.9,"Skip-the-line, Wheelchair accessible","en,de",3.72,4397
EXP001290,Visit the Museum of Valencia,Valencia,Museum Ticket,138.55,5.3,"Multi-language guide, Skip-the-line","en,de",4.03,1053
EXP001291,Cooking Class in San Sebastian,San Sebastian,Cooking Class,158.9,4.0,"Wheelchair accessible, Multi-language guide, Instant confirmation, Free cancellation","en,de",4.45,4626
EXP001292,Hiking Trail in Granada,Granada,Hiking,181.23,5.9,"Private group, Free cancellation","en,de",4.83,6410
EXP001293,Architecture Walk through Bilbao,Bilbao,Architecture Walk,225.14,4.0,"Free cancellation, Wheelchair accessible","en,de",3.59,7933
EXP001294,Guided Tour in Ibiza,Ibiza,Guided Tour,104.79,7.6,"Private group, Wheelchair accessible, Instant confirmation","en,de",3.63,1549
EXP001295,Wine Tasting in Malaga,Malaga,Wine Tasting,218.68,2.5,"Skip-the-line, Free cancellation","en,de",4.41,1733
EXP001296,Flamenco Show in Madrid,Madrid,Flamenco Show,200.3,4.5,"Instant confirmation, Skip-the-line, Wheelchair accessible","en,es",4.59,6741
EXP001297,Flamenco Show in Palma,Palma,Flamenco Show,69.28,1.9,"Multi-language guide, Skip-the-line, Private group","en,de",4.31,6101
EXP001298,Cooking Class in Valencia,Valencia,Cooking Class,140.39,3.0,"Multi-language guide, Free cancellation, Skip-the-line","en,de",4.36,1851
EXP001299,Local Market Tour in Seville,Seville,Local Market Tour,236.86,7.9,"Private group, Instant confirmation, Wheelchair accessible","en,de",4.75,5596
EXP001300,Local Market Tour in Palma,Palma,Local Market Tour,60.71,6.2,"Private group, Multi-language guide","en,de",4.09,1994
EXP001301,Local Market Tour in Santiago,Santiago,Local Market Tour,76.29,7.0,"Instant confirmation, Wheelchair accessible, Private group","en,de",4.56,6089
EXP001302,Hiking Trail in Zaragoza,Zaragoza,Hiking,46.4,5.7,"Private group, Skip-the-line, Free cancellation, Wheelchair accessible","en,de",4.24,723
EXP001303,Architecture Walk through San Sebastian,San Sebastian,Architecture Walk,43.32,4.5,"Private group, Wheelchair accessible","en,de",4.07,3661
EXP001304,Architecture Walk through Cordoba,Cordoba,Architecture Walk,59.39,5.1,"Wheelchair accessible, Instant confirmation, Free cancellation, Multi-language guide","en,de",3.88,560
EXP001305,Kayaking Adventure in San Sebastian,San Sebastian,Kayaking,222.35,3.3,"Private group, Instant confirmation","en,de",4.06,4015
EXP001306,Cooking Class in Tenerife,Tenerife,Cooking Class,58.2,2.0,"Free cancellation, Wheelchair accessible, Multi-language guide","en,de",5.0,3868
EXP001307,Hiking Trail in Zaragoza,Zaragoza,Hiking,142.21,3.4,"Private group, Free cancellation","en,de",4.04,4476
EXP001308,Visit the Museum of Palma,Palma,Museum Ticket,42.7,1.6,"Skip-the-line, Instant confirmation, Wheelchair accessible","en,de",4.42,1402
EXP001309,Local Market Tour in Alicante,Alicante,Local Market Tour,182.79,6.8,"Private group, Free cancellation, Skip-the-line","en,de",4.71,6883
EXP001310,Adventure Park Experience in Madrid,Madrid,Adventure Park,39.38,2.6,"Skip-the-line, Free cancellation","en,es",4.3,5247
EXP001311,Visit the Museum of Seville,Seville,Museum Ticket,56.34,7.2,"Private group, Free cancellation, Instant confirmation","en,de",3.53,5241
EXP001312,Flamenco Show in San Sebastian,San Sebastian,Flamenco Show,21.11,2.0,"Wheelchair accessible, Instant confirmation, Skip-the-line","en,de",3.32,1951
EXP001313,Visit the Museum of Tenerife,Tenerife,Museum Ticket,157.02,2.5,"Skip-the-line, Multi-language guide","en,de",4.56,2884
EXP001314,Wine Tasting in Ibiza,Ibiza,Wine Tasting,24.36,2.0,"Free cancellation, Multi-language guide, Instant confirmation, Skip-the-line","en,de",4.45,5167
EXP001315,Guided Tour in Granada,Granada,Guided Tour,89.48,5.8,"Skip-the-line, Private group","en,de",4.92,6901
EXP001316,Cooking Class in Madrid,Madrid,Cooking Class,37.87,2.1,"Private group, Wheelchair accessible, Free cancellation, Instant confirmation","en,es",5.0,3848
EXP001317,Guided Tour in Zaragoza,Zaragoza,Guided Tour,50.05,6.0,"Instant confirmation, Free cancellation, Multi-language guide","en,de",4.07,905
EXP001318,Guided Tour in Palma,Palma,Guided Tour,65.14,2.8,"Free cancellation, Multi-language guide, Wheelchair accessible","en,de",4.25,919
EXP001319,Hiking Trail in Granada,Granada,Hiking,151.33,5.4,"Multi-language guide, Skip-the-line","en,de",3.95,1716
EXP001320,Local Market Tour in Bilbao,Bilbao,Local Market Tour,167.58,2.0,"Free cancellation, Wheelchair accessible, Multi-language guide","en,de",3.59,4010
EXP001321,Hiking Trail in Madrid,Madrid,Hiking,85.37,4.2,"Multi-language guide, Wheelchair accessible","en,es",4.45,3618
